Manin00g000010.1	Q93WI9	Protein HEADING DATE 3A (FT-like protein A)
Manin00g000270.1	Q9LID5	Dirigent protein 7 (AtDIR7)
Manin00g000280.1	P48422	Cytochrome P450 86A1 (EC 1.14.14.80) (CYPLXXXVI) (P450-dependent fatty acid omega-hydroxylase) (Protein HYDROXYLASE OF ROOT SUBERIZED TISSUE)
Manin00g000290.1	P93751	Zinc finger protein 8
Manin00g000300.1	Q9C9H9	Pentatricopeptide repeat-containing protein At1g71420
Manin00g000300.2	P82746	Defensin-like protein 153 (Low-molecular-weight cysteine-rich protein 31) (Protein LCR31)
Manin00g000300.3	Q9C9H9	Pentatricopeptide repeat-containing protein At1g71420
Manin00g000310.1	F4J8L3	Kinesin-like protein KIN-7K, chloroplastic
Manin00g000320.1	Q9SR06	Protein CLP1 homolog (CLP-like protein 3) (Protein CLP-SIMILAR PROTEIN 3)
Manin00g000330.1	Q10PP8	Metal tolerance protein 4 (OsMTP4)
Manin00g000340.1	O22645	Ribulose bisphosphate carboxylase small subunit, chloroplastic 5 (RuBisCO small subunit 5)
Manin00g000350.1	A8INQ0	ADP-ribosylation factor-like protein 13B (CrArl13B)
Manin00g000360.1	P93749	Probable protein kinase At2g41970 (EC 2.7.11.-)
Manin00g000370.1	Q9M2P4	E3 ubiquitin-protein ligase SINAT2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINAT2) (Seven in absentia homolog 2)
Manin00g000370.2	Q9M2P4	E3 ubiquitin-protein ligase SINAT2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINAT2) (Seven in absentia homolog 2)
Manin00g000370.3	Q9M2P4	E3 ubiquitin-protein ligase SINAT2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINAT2) (Seven in absentia homolog 2)
Manin00g000380.1	Q9FG37	Gamma-tubulin complex component 3 (AtGCP3) (GCP-3) (Spindle pole body component 98) (AtSPC98)
Manin00g000380.2	Q9FG37	Gamma-tubulin complex component 3 (AtGCP3) (GCP-3) (Spindle pole body component 98) (AtSPC98)
Manin00g000380.3	Q9FG37	Gamma-tubulin complex component 3 (AtGCP3) (GCP-3) (Spindle pole body component 98) (AtSPC98)
Manin00g000390.1	A6YCJ2	Molybdate transporter 1
Manin00g000400.1	I1L3T1	UDP-glycosyltransferase 708D1 (EC 2.4.1.360) (UDP-glucose:2-hydroxyflavanone C-glucosyltransferase)
Manin00g000410.1	Q9FG35	Protein trichome birefringence
Manin00g000420.1	P46665	Homeobox-leucine zipper protein HAT14 (Homeodomain-leucine zipper protein HAT14) (HD-ZIP protein 14)
Manin00g000430.1	Q8GUK7	E3 ubiquitin-protein ligase RMA3 (EC 2.3.2.27) (Protein RING membrane-anchor 3) (RING-type E3 ubiquitin transferase RMA3)
Manin00g000440.1	Q6EPP9	Growth-regulating factor 10 (OsGRF10) (Transcription activator GRF10)
Manin00g000450.1	Q9FG33	Probable L-type lectin-domain containing receptor kinase S.5 (LecRK-S.5) (EC 2.7.11.1)
Manin00g000460.1	Q6ICY4	Metal tolerance protein C2 (AtMTPc2) (AtMTP5)
Manin00g000470.1	P93740	Nudix hydrolase 23, chloroplastic (AtNUDT23) (EC 3.6.1.-) (ADP-ribose pyrophosphatase) (EC 3.6.1.13) (FAD diphosphatase) (EC 3.6.1.18)
Manin00g000470.2	P93740	Nudix hydrolase 23, chloroplastic (AtNUDT23) (EC 3.6.1.-) (ADP-ribose pyrophosphatase) (EC 3.6.1.13) (FAD diphosphatase) (EC 3.6.1.18)
Manin00g000480.1	Q49SP3	Patchoulol synthase (PatTps177) (EC 4.2.3.70) (Alpha-guaiene synthase) (EC 4.2.3.87) (Delta-guaiene synthase) (EC 4.2.3.93)
Manin00g000490.1	O81221	Actin
Manin00g000500.1	Q84JD5	Probable protein phosphatase 2C 68 (AtPP2C68) (EC 3.1.3.16)
Manin00g000510.1	Q8GWQ2	AT-hook motif nuclear-localized protein 20
Manin00g000520.1	O48520	DNA polymerase delta small subunit (EC 2.7.7.7)
Manin00g000520.2	O48520	DNA polymerase delta small subunit (EC 2.7.7.7)
Manin00g000530.1	Q8S9M1	Probable plastid-lipid-associated protein 13, chloroplastic (Fibrillin-7b) (AtPGL30)
Manin00g000530.2	Q8S9M1	Probable plastid-lipid-associated protein 13, chloroplastic (Fibrillin-7b) (AtPGL30)
Manin00g000540.1	P48631	Omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 2 (EC 1.14.19.-)
Manin00g000550.1	Q01417	18 kDa seed maturation protein
Manin00g000560.1	Q01417	18 kDa seed maturation protein
Manin00g000570.1	Q01417	18 kDa seed maturation protein
Manin00g000580.1	Q7F8R0	Zinc finger CCCH domain-containing protein 14 (OsC3H14)
Manin00g000590.1	Q9SLA8	Enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase 1) (Protein MOSAIC DEATH 1)
Manin00g000590.2	Q9SLA8	Enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase 1) (Protein MOSAIC DEATH 1)
Manin00g000600.1	Q7X9V2	Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 (EC 3.6.4.12) (Independent early flowering 1 protein) (Protein CHROMATIN REMODELING 13) (AtCHR13)
Manin00g000610.1	Q9ZNZ7	Ferredoxin-dependent glutamate synthase 1, chloroplastic/mitochondrial (EC 1.4.7.1) (Fd-GOGAT 1)
Manin00g000620.1	Q9C7C4	Protein EMSY-LIKE 1 (AtEML1)
Manin00g000630.1	Q9SMN4	UPF0496 protein At3g48650
Manin00g000640.1	Q0WVU3	Myb family transcription factor PHL5 (Protein PHR1-LIKE 5)
Manin00g000650.1	Q9LKA4	UBP1-associated protein 2C
Manin00g000660.1	Q564K3	Condensin complex subunit 2 (Chromosome-associated protein H) (AtCAP-H) (Non-SMC condensin I complex subunit H) (Protein EMBRYO DEFECTIVE 2795)
Manin00g000670.1	Q700W2	Squamosa promoter-binding-like protein 9
Manin00g000680.1	Q9FG24	Protein STRUBBELIG-RECEPTOR FAMILY 2 (Leucine-rich repeat receptor kinase-like protein SRF2)
Manin00g000690.1	Q9FG23	CDK5RAP3-like protein
Manin00g000700.1	Q9SRE4	UDP-rhamnose/UDP-galactose transporter 1 (UDP-Rha/UDP-Gal transporter 1) (UDP-galactose transporter 2) (At-UDP-GalT2)
Manin00g000710.1	Q8SAB7	Guanine nucleotide exchange factor SPIKE 1
Manin00g000710.2	Q8SAB7	Guanine nucleotide exchange factor SPIKE 1
Manin00g000720.1	Q9LTW4	Aspartic proteinase NANA, chloroplast (EC 3.4.23.-)
Manin00g000730.1	Q9LR75	Coproporphyrinogen-III oxidase 1, chloroplastic (AtCPO-I) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3) (Protein LESION INITIATION 2)
Manin00g000740.1	Q2V6K0	UDP-glucose flavonoid 3-O-glucosyltransferase 6 (EC 2.4.1.91) (Flavonol 3-O-glucosyltransferase 6) (FaGT6)
Manin00g000750.1	Q2V6K0	UDP-glucose flavonoid 3-O-glucosyltransferase 6 (EC 2.4.1.91) (Flavonol 3-O-glucosyltransferase 6) (FaGT6)
Manin00g000760.1	D3UAG2	UDP-glycosyltransferase 71K2 (EC 2.4.1.-) (UDP-glucose:chalcone 2'-O-glucosyltransferase) (UDP-glucose:flavonol 2'-O-glucosyltransferase)
Manin00g000770.1	D3UAG2	UDP-glycosyltransferase 71K2 (EC 2.4.1.-) (UDP-glucose:chalcone 2'-O-glucosyltransferase) (UDP-glucose:flavonol 2'-O-glucosyltransferase)
Manin00g000780.1	Q9SHI3	Receptor-like protein 2 (AtRLP2)
Manin00g000790.1	Q9FZ86	PLASMODESMATA CALLOSE-BINDING PROTEIN 3 (AtPDCB3)
Manin00g000800.1	O81148	Proteasome subunit alpha type-4-A (20S proteasome alpha subunit C-1) (Proteasome 27 kDa subunit) (Proteasome component 9) (Proteasome subunit alpha type-3)
Manin00g000810.1	Q00874	DNA damage-repair/toleration protein DRT100
Manin00g000820.1	D3UAG2	UDP-glycosyltransferase 71K2 (EC 2.4.1.-) (UDP-glucose:chalcone 2'-O-glucosyltransferase) (UDP-glucose:flavonol 2'-O-glucosyltransferase)
Manin00g000830.1	D3UAG2	UDP-glycosyltransferase 71K2 (EC 2.4.1.-) (UDP-glucose:chalcone 2'-O-glucosyltransferase) (UDP-glucose:flavonol 2'-O-glucosyltransferase)
Manin00g000840.1	Q9LIE7	Pentatricopeptide repeat-containing protein At3g22150, chloroplastic
Manin00g000850.1	Q2V6K0	UDP-glucose flavonoid 3-O-glucosyltransferase 6 (EC 2.4.1.91) (Flavonol 3-O-glucosyltransferase 6) (FaGT6)
Manin00g000860.1	Q66PF3	Putative UDP-glucose flavonoid 3-O-glucosyltransferase 3 (FaGT3) (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase 3)
Manin00g000870.1	Q2V6K0	UDP-glucose flavonoid 3-O-glucosyltransferase 6 (EC 2.4.1.91) (Flavonol 3-O-glucosyltransferase 6) (FaGT6)
Manin00g000880.1	Q2V6K0	UDP-glucose flavonoid 3-O-glucosyltransferase 6 (EC 2.4.1.91) (Flavonol 3-O-glucosyltransferase 6) (FaGT6)
Manin00g000890.1	O81123	Zinc transporter 1 (ZRT/IRT-like protein 1)
Manin00g000900.1	Q9ZV56	Choline-phosphate cytidylyltransferase 1 (AtCCT1) (EC 2.7.7.15) (CTP:phosphocholine cytidylyltransferase 1) (Phosphorylcholine transferase 1)
Manin00g000910.1	O23038	Probable pectinesterase 8 (PE 8) (EC 3.1.1.11) (Pectin methylesterase 2) (AtPME2) (Pectin methylesterase 8) (AtPME8)
Manin00g000920.1	Q9LIE6	VQ motif-containing protein 22 (AtVQ22)
Manin00g000930.1	Q9SWG3	Protein FAR-RED IMPAIRED RESPONSE 1
Manin00g000940.1	Q9LIE5	Protein FAR-RED ELONGATED HYPOCOTYL 3
Manin00g000950.1	Q8L5Y5	Probable protein S-acyltransferase 19 (EC 2.3.1.225) (Probable palmitoyltransferase At4g15080) (Zinc finger DHHC domain-containing protein At4g15080)
Manin00g000960.1	Q9LPK6	Probable acyl-activating enzyme 9 (EC 6.2.1.-) (AMP-binding protein 9) (AtAMPBP9)
Manin00g000970.1	A8MQR0	WPP domain-interacting tail-anchored protein 2
Manin00g000980.1	Q05462	60S ribosomal protein L27
Manin00g000990.1	Q9SKX9	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 6 (AthCYSTM6)
Manin00g001000.1	Q9LHJ2	UDP-glycosyltransferase 82A1 (EC 2.4.1.-)
Manin00g001010.1	Q0V869	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 11 (OTU domain-containing protein 11) (EC 3.4.19.12) (Deubiquitinating enzyme OTU11)
Manin00g001010.2	Q0V869	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 11 (OTU domain-containing protein 11) (EC 3.4.19.12) (Deubiquitinating enzyme OTU11)
Manin00g001010.3	Q0V869	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 11 (OTU domain-containing protein 11) (EC 3.4.19.12) (Deubiquitinating enzyme OTU11)
Manin00g001010.4	Q0V869	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 11 (OTU domain-containing protein 11) (EC 3.4.19.12) (Deubiquitinating enzyme OTU11)
Manin00g001020.1	A9TXT1	Chitin elicitor receptor kinase 1 (PpCERK1) (EC 2.7.11.1) (Chitin receptor CERK1) (LysM domain receptor-like kinase 1) (LysM-containing receptor-like kinase 1)
Manin00g001030.1	F4JMJ1	Heat shock 70 kDa protein 17 (Heat shock protein 70-17) (AtHsp70-17)
Manin00g001040.1	Q9SY02	Pentatricopeptide repeat-containing protein At4g02750
Manin00g001050.1	Q9SA77	UDP-arabinose 4-epimerase 1 (EC 5.1.3.5) (UDP-D-xylose 4-epimerase 1)
Manin00g001050.2	Q9SA77	UDP-arabinose 4-epimerase 1 (EC 5.1.3.5) (UDP-D-xylose 4-epimerase 1)
Manin00g001060.1	F4J077	Protein PAT1 homolog 1 (AtPAT1H1) (Protein ROOT STEM CELL DEFECTIVE 2)
Manin00g001070.1	Q8RWM6	Transmembrane emp24 domain-containing protein p24delta5 (Atp24) (p24 family protein delta1c) (p24delta1c) (p24 family protein delta5) (p24delta5)
Manin00g001080.1	Q9SGN7	Serine/threonine-protein kinase-like protein At1g28390 (EC 2.7.11.1) (CRINKLY 4-related kinase)
Manin00g001090.1	O22466	WD-40 repeat-containing protein MSI1
Manin00g001100.1	Q9FGC7	Zeaxanthin epoxidase, chloroplastic (AtZEP) (EC 1.14.15.21) (Protein ABA DEFICIENT 1) (AtABA1) (Protein IMPAIRED IN BABA-INDUCED STERILITY 3) (Protein LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6) (Protein NON-PHOTOCHEMICAL QUENCHING 2)
Manin00g001110.1	P0C5K2	Formin-like protein 15a (AtFH15a)
Manin00g001120.1	Q9FW70	Kinesin-like protein KIN-7K, chloroplastic
Manin00g001120.2	Q9FW70	Kinesin-like protein KIN-7K, chloroplastic
Manin00g001130.1	Q9FLV0	Protein DOWNY MILDEW RESISTANCE 6 (AtDMR6) (EC 1.14.11.-) (2-oxoglutarate (2OG)-Fe(II) oxygenase-like protein DMR6) (Salicylate 3-hydroxylase DMR6) (S3H DMR6) (SA 3-hydroxylase DMR6) (Salicylic acid 3-hydroxylase DMR6) (EC 1.14.13.-)
Manin00g001140.1	Q43609	Caffeic acid 3-O-methyltransferase (CAOMT) (COMT) (EC 2.1.1.68) (S-adenosysl-L-methionine:caffeic acid 3-O-methyltransferase)
Manin00g001150.1	Q93ZK9	F-box/FBD/LRR-repeat protein At5g18770
Manin00g001160.1	Q58FZ0	Protein SODIUM POTASSIUM ROOT DEFECTIVE 2 (NaKR2) (Heavy metal-associated plant protein 3) (AtHPP03)
Manin00g001170.1	Q9FLU5	Heavy metal-associated isoprenylated plant protein 9 (AtHIP09)
Manin00g001180.1	Q7XUA8	IAA-amino acid hydrolase ILR1-like 5 (EC 3.5.1.-)
Manin00g001190.1	O81916	Uncharacterized calcium-binding protein At1g02270
Manin00g001200.1	Q8GXB4	WAT1-related protein At1g09380
Manin00g001210.1	Q9SRH6	Hypersensitive-induced response protein 3 (AtHIR3)
Manin00g001220.1	Q9FK75	GDSL esterase/lipase At5g45670 (EC 3.1.1.-) (Extracellular lipase At5g45670)
Manin00g001230.1	Q8LG53	UNC93-like protein 2
Manin00g001240.1	Q8LG53	UNC93-like protein 2
Manin00g001250.1	Q84LK0	DNA mismatch repair protein MSH1, mitochondrial (AtMSH1) (MutS protein homolog 1) (Protein CHLOROPLAST MUTATOR)
Manin00g001260.1	Q2V352	Putative defensin-like protein 271
Manin00g001270.1	Q9FHK0	F-box protein SKIP31 (SKP1-interacting partner 31)
Manin00g001280.1	Q9C6H2	E3 ubiquitin-protein ligase SINA-like 3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 3) (Seven in absentia-like protein 3)
Manin00g001290.1	Q5DWG1	Pathogenesis-related thaumatin-like protein 3.5 (allergen Cry j 3.5)
Manin00g001300.1	Q9FLU1	DNA-binding protein BIN4 (Protein BRASSINOSTEROID INSENSITIVE 4) (Protein MIDGET)
Manin00g001310.1	Q9FLT9	Chloroplastic import inner membrane translocase subunit HP30-2 (Hypothetical inner plastid envelope protein of 30 kDa 2) (AtHP30-2) (Hypothetical protein 30-2)
Manin00g001320.1	Q9FIR9	Protein RESPONSE TO LOW SULFUR 2 (Protein ENHANCED DE-ETIOLATION 6)
Manin00g001330.1	Q9SCK0	Autophagy-related protein 13a (AtAPG13a)
Manin00g001340.1	Q9STF3	Pentatricopeptide repeat-containing protein At3g46790, chloroplastic (Protein CHLORORESPIRATORY REDUCTION 2)
Manin00g001350.1	Q8LPT3	Membrane protein of ER body-like protein
Manin00g001360.1	Q8GWT4	Protein arginine N-methyltransferase 1.5 (AtPMRT15) (AtPMRT5) (EC 2.1.1.319) (Shk1 kinase-binding protein 1 homolog)
Manin00g001370.1	Q9FK23	Transcription termination factor MTERF8, chloroplastic (Mitochondrial transcription termination factor 8) (Protein PLASTID TRANSCRIPTIONALLY ACTIVE 15)
Manin00g001370.2	Q9FK23	Transcription termination factor MTERF8, chloroplastic (Mitochondrial transcription termination factor 8) (Protein PLASTID TRANSCRIPTIONALLY ACTIVE 15)
Manin00g001380.1	Q8L7L0	GTP-binding protein OBGC, chloroplastic (AtOBGC) (GTP-binding protein OBG-like) (AtOBGL) (Protein CHLOROPLASTIC SAR1) (CPSAR1) (Protein EMBRYO DEFECTIVE 269) (Protein EMBRYO DEFECTIVE 3138)
Manin00g001390.1	Q40194	Ras-related protein Rab11D
Manin00g001400.1	Q6Z517	Protein SMAX1-like
Manin00g001410.1	A2RVS6	Serine/arginine-rich splicing factor SR34A (At-SR34A) (At-SRp34A) (AtSR34A) (SER/ARG-rich protein 34A)
Manin00g001420.1	Q27GK7	Topless-related protein 4 (WUS-interacting protein 2)
Manin00g001430.1	Q9FIM9	CDPK-related kinase 4 (AtCRK4) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase CRK4)
Manin00g001440.1	Q9ZUZ3	Auxin-responsive protein SAUR32 (Protein ABOLISHED APICAL HOOK MAINTENANCE 1) (Protein SMALL AUXIN UP RNA 32)
Manin00g001450.1	Q9S7N9	Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37)
Manin00g001460.1	P33083	Auxin-induced protein 6B
Manin00g001470.1	Q9ZVH5	Protein DETOXIFICATION 53 (AtDTX53) (Multidrug and toxic compound extrusion protein 53) (MATE protein 53)
Manin00g001480.1	Q9ZQ31	Serine/threonine-protein kinase STY13 (EC 2.7.11.1) (AtSTYPK) (Serine/threonine/tyrosine-protein kinase 13)
Manin00g001490.1	Q9C7N2	MACPF domain-containing protein CAD1 (Protein CONSTITUTIVELY ACTIVATED CELL DEATH 1) (Protein CAD1)
Manin00g001500.1	Q9M5X8	Non-specific lipid-transfer protein (LTP) (allergen Pru av 3)
Manin00g001510.1	P33083	Auxin-induced protein 6B
Manin00g001520.1	P33083	Auxin-induced protein 6B
Manin00g001530.1	Q9SXB5	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11303 (EC 2.7.11.1)
Manin00g001540.1	Q9SCU5	Probable serine/threonine-protein kinase WNK5 (AtWNK5) (EC 2.7.11.1) (Protein kinase with no lysine 5)
Manin00g001550.1	O49561	Gibberellin 2-beta-dioxygenase 8 (EC 1.14.11.13) (GA 2-oxidase 8) (Gibberellin 2-beta-hydroxylase 8) (Gibberellin 2-oxidase 8)
Manin00g001560.1	F4HNU8	Transcription repressor OFP4 (Ovate family protein 4) (AtOFP4)
Manin00g001570.1	Q9LZW3	U-box domain-containing protein 16 (EC 2.3.2.27) (Plant U-box protein 16) (RING-type E3 ubiquitin transferase PUB16)
Manin00g001580.1	Q9LZW4	CBL-interacting serine/threonine-protein kinase 14 (EC 2.7.11.1) (SNF1-related kinase 3.15) (SOS2-like protein kinase PKS24) (Serine/threonine-protein kinase SR1) (AtSR1)
Manin00g001590.1	Q9SRK7	Adenine/guanine permease AZG1 (AzgA-homolog protein) (Protein AZAGUANINE RESISTANT 1) (AtAzg1)
Manin00g001600.1	P13934	Late embryogenesis abundant protein 76 (LEA 76)
Manin00g001600.2	P13934	Late embryogenesis abundant protein 76 (LEA 76)
Manin00g001610.1	Q7X996	CBL-interacting protein kinase 2 (EC 2.7.11.1) (OsCIPK02)
Manin00g001620.1	F4ISY0	WEB family protein At2g38370
Manin00g001630.1	Q94BP3	Long-chain-alcohol oxidase FAO4B (EC 1.1.3.20) (Long-chain fatty alcohol oxidase 4B)
Manin00g001640.1	Q8H329	Metal tolerance protein 8 (OsMTP8)
Manin00g001650.1	Q93YN1	Cold-responsive protein kinase 1 (EC 2.7.11.1)
Manin00g001660.1	Q5YDB5	RNA polymerase II C-terminal domain phosphatase-like 2 (FCP-like 2) (EC 3.1.3.16) (Carboxyl-terminal phosphatase-like 2) (AtCPL2) (CTD phosphatase-like 2)
Manin00g001670.1	A7NY33	Peroxidase 4 (EC 1.11.1.7)
Manin00g001680.1	P0C8Q4	Uncharacterized protein At4g19900
Manin00g001690.1	Q02200	Lignin-forming anionic peroxidase (EC 1.11.1.7)
Manin00g001700.1	Q9LPW3	Transcription factor SCREAM2 (Basic helix-loop-helix protein 33) (AtbHLH33) (bHLH 33) (Transcription factor EN 44) (bHLH transcription factor bHLH033)
Manin00g001710.1	Q9LZR8	PAN domain-containing protein At5g03700
Manin00g001720.1	Q94AL9	Alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial (EC 2.6.1.44) (Beta-alanine-pyruvate aminotransferase 2)
Manin00g001730.1	F4KAU9	TOM1-like protein 7
Manin00g001740.1	Q93YQ1	Regulatory-associated protein of TOR 1 (Protein RAPTOR 1) (Protein RAPTOR 1B) (AtRaptor1b)
Manin00g001750.1	Q9SJL9	Probable xyloglucan endotransglucosylase/hydrolase protein 32 (At-XTH32) (XTH-32) (EC 2.4.1.207)
Manin00g001760.1	Q56WF8	Serine carboxypeptidase-like 48 (EC 3.4.16.-)
Manin00g001770.1	Q8GW72	Alpha-L-fucosidase 1 (EC 3.2.1.51) (Alpha-1,3/4-fucosidase) (AtFUC1) (Alpha-L-fucoside fucohydrolase)
Manin00g001780.1	Q9FKL2	Transcription factor MYB36 (Myb-related protein 36) (AtMYB36)
Manin00g001790.1	Q9FJH5	Heavy metal-associated isoprenylated plant protein 3 (AtHIP03) (AtHIPP3)
Manin00g001800.1	Q9FJH6	ABC transporter F family member 1 (ABC transporter ABCF.1) (AtABCF1) (GCN20-type ATP-binding cassette protein GCN1)
Manin00g001810.1	O65695	Auxin-responsive protein SAUR50 (Protein SMALL AUXIN UP RNA 50)
Manin00g001820.1	Q9SJL0	UDP-glycosyltransferase 86A1 (EC 2.4.1.-)
Manin00g001830.1	Q9ZUU9	ABC transporter G family member 3 (ABC transporter ABCG.3) (AtABCG3) (White-brown complex homolog protein 3) (AtWBC3)
Manin00g001830.2	Q9ZUU9	ABC transporter G family member 3 (ABC transporter ABCG.3) (AtABCG3) (White-brown complex homolog protein 3) (AtWBC3)
Manin00g001840.1	P54774	Cell division cycle protein 48 homolog (Valosin-containing protein homolog) (VCP)
Manin00g001850.1	Q9ZUU8	SNF1-related protein kinase regulatory subunit beta-3 (AKIN subunit beta-3) (AKINB3) (AKINbeta3)
Manin00g001860.1	Q9ZT91	Elongation factor Tu, mitochondrial
Manin00g001870.1	Q9FJH9	P-loop NTPase domain-containing protein LPA1 homolog 1 (Protein LOW PHYTIC ACID 1 homolog 1)
Manin00g001870.2	Q9FJH9	P-loop NTPase domain-containing protein LPA1 homolog 1 (Protein LOW PHYTIC ACID 1 homolog 1)
Manin00g001880.1	Q9SIT5	Cation/H(+) antiporter 15 (Protein CATION/H+ EXCHANGER 15) (AtCHX15)
Manin00g001890.1	P21239	RuBisCO large subunit-binding protein subunit alpha, chloroplastic (60 kDa chaperonin subunit alpha) (CPN-60 alpha) (Fragment)
Manin00g001900.1	Q9LSD5	Transcription factor TCP20
Manin00g001910.1	Q8LBW2	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 9 (OTU domain-containing protein 9) (EC 3.4.19.12) (Deubiquitinating enzyme OTU9)
Manin00g001920.1	Q9LSD5	Transcription factor TCP20
Manin00g001930.1	A1L4Y1	ATPase GET3B (AtGET3B) (EC 3.6.-.-) (Guided entry of tail-anchored proteins 3 homolog B)
Manin00g001940.1	Q9S7T7	Sister chromatid cohesion 1 protein 1 (Protein DETERMINATE INFERTILE 1) (SCC1 homolog 1)
Manin00g001950.1	Q10LQ2	CBL-interacting protein kinase 10 (EC 2.7.11.1) (OsCIPK10)
Manin00g001960.1	Q56XI1	Pentatricopeptide repeat-containing protein At1g09410, mitochondrial
Manin00g001970.1	Q93ZX7	Probable galacturonosyltransferase 4 (EC 2.4.1.-) (Like glycosyl transferase 3)
Manin00g001980.1	Q9LIQ7	Pentatricopeptide repeat-containing protein At3g24000, mitochondrial
Manin00g001990.1	Q9SDN0	Chaperone protein dnaJ 20, chloroplastic (AtDjC20) (AtJ20)
Manin00g002000.1	Q9LTT8	Enhancer of mRNA-decapping protein 4 (Protein VARICOSE)
